item_seq,efficacy,usage_method,warning,caution,interaction,side_effect,storage
202302128,"이 약은 육체피로, 임신·수유기, 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년기의 비타민 E, B1, B2, B6의 보급과 말초혈행장애 및 갱년기 시 어깨·목결림, 수족저림·수족냉증(손발이 차가움)의 완화, 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염의 완화, 각기, 눈의 피로, 마그네슘 결핍으로 인한 근육경련에 사용합니다.","만 12세 이상 어린이 및 성인은 1일 2회, 1회 1캡슐 복용합니다.",,"이 약에 과민증 환자, 만 12개월 미만의 젖먹이,  대두유 과민증 또는 알레르기 반응 경험자, 콩 또는 땅콩 과민증 환자, 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 만 1세 미만의 젖먹이, 임부 및 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 심장·순환기계기능 장애, 신장장애, 저단백혈증, 고지단백혈증, 당뇨병성고지질혈증 및 췌장염 등 지방대사 이상 환자 또는 지질성 유제를 신중히 투여해야 하는 환자, 적색40호 과민증 또는 알레르기 반응 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

어린이에게 투여할 경우 보호자의 지도․감독하에 투여하십시오.

요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.","인산염, 칼슘염, 경구(먹는, 복용하는)용 테트라사이클린계 제제, 제산제, 레보도파와 함께 복용하지 마십시오.

에스트로겐을 포함한 경구용 피임제와 함께 복용 시 의사 또는 약사와 상의하십시오.

항알도스테론제, 트리암테렌과 병용(함께 복용(사용))투여 시 고칼륨혈증을 일으킬 수 있으므로 주의하십시오.

녹차, 홍차 등 탄닌을 함유하는 차는 복용중, 복용전후에는 피하십시오.","위부불쾌감, 설사, 변비, 발진, 발적, 구역, 구토, 묽은 변, 붉은 반점, 부전수축(심장박동정지), 중추신경계 기능저하가 나타나거나, 생리가 예정보다 빨라지거나 양이 점점 많아지거나, 출혈이 오래 지속되거나, 1개월 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302129,"이 약은 정맥부전과 관련된 다리 중압감, 통증의 개선, 모세혈관 취약증에 의한 장애의 보조치료 및 치질과 관련된 징후의 치료에 사용합니다.","정맥 부전에는 디오스민으로서 1회 600 mg 1일 1회 식사 시 복용합니다.

치질에는 디오스민으로서 1회 600 mg 1일 2~3회(1,200~1,800 mg) 식사 시 복용합니다.",,"이 약에 과민증 환자, 수유부, 대두유 과민증 또는 알레르기 반응 경험자, 콩 또는 땅콩 과민증 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 임부, 고지단백혈증, 당뇨병성고지질혈증 및 췌장염 등 지방대사 이상 환자 또는 지질성 유제를 신중히 투여해야 하는 환자는 의사 또는 약사와 상의하십시오.",,소화장애가 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,"실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302139,"이 약은 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증), 치통, 관절통, 류마티양 동통(통증)에 사용합니다.","만 12세 이상 소아 및 성인은 1회 1~2정씩 1일 3~4회(4~6시간 마다) 필요시 복용합니다.

1일 최대 4 g(8정)을 초과하여 복용하지 마세요.

이 약은 가능한 최단기간동안 최소 유효용량으로 복용합니다.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 간손상을 일으킬 수 있습니다.
매우 드물게 치명적일 수 있는 급성전신발진고름물집증, 스티븐스-존슨 증후군, 독성표피괴사용해와 같은 중대한 피부반응이 보고되었고 이 약 복용 후 피부발진 또는 다른 과민반응의 징후가 나타나는 경우 즉시 복용을 중단하십시오.
아세트아미노펜으로 일일 최대 용량(4,000 mg)을 초과하여 복용하지 마십시오. 간손상을 일으킬 수 있습니다. 아세트아미노펜을 포함하는 다른 제품과 함께 복용하지 마십시오.","이 약에 과민증, 소화성궤양, 심한 혈액 이상, 심한 간장애, 심한 신장(콩팥)장애, 심한 심장기능저하, 아스피린 천식(비스테로이드성 소염(항염)제에 의한 천식발작 유발) 또는 경험자, 바르비탈계 약물, 삼환계 항우울제 복용한 환자, 알코올을 복용한 사람은 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 간장애 또는 경험자, 신장(콩팥)장애 또는 경험자, 소화성궤양 경험자, 혈액이상 또는 경험자, 출혈경향, 심장기능이상, 과민증 경험자, 기관지 천식 환자, 고령자(노인), 임부 또는 수유부는 의사 또는 약사와 상의하십시오.

의사 또는 약사의 지시없이 통증에 10일 이상(성인) 또는 5일 이상(소아) 복용하지 않고 발열에 3일 이상 복용하지 마십시오. 통증이나 발열 증상이 지속되거나 악화될 경우, 또는 새로운 증상이 나타날 경우 의사 또는 약사와 상의하십시오.","와파린을 장기복용하는 환자, 리튬, 치아짓계 이뇨제를 복용한 환자는 의사 또는 약사와 상의하십시오.

다른 소염(항염)진통제와 함께 복용하는 것은 피하십시오.","쇽 증상(호흡곤란, 온몸이 붉어짐, 혈관부기, 두드러기 등), 천식발작, 혈소판 감소, 과립구감소, 용혈성(적혈구 파괴성)빈혈, 메트헤모글로빈혈증, 혈소판기능 저하(출혈시간 연장), 청색증, 과민증상(얼굴부기, 호흡곤란, 땀이 남, 저혈압), 구역, 구토, 식욕부진, 장기복용시 위장출혈, 소화성궤양, 천공(뚫림) 등의 위장관계 이상반응, 발진, 알레르기 반응, 피부점막안증후군(스티븐스-존슨 증후군), 독성표피괴사용해(리엘 증후군), AST 상승, ALT 상승, 고정발진 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302149,"이 약은 노년기의 비타민 E의 보급, 말초혈행장애 및 갱년기 증상(어깨·목결림, 수족저림·수족냉증(손발이 차가움) 등)의 완화 및 마그네슘결핍으로 인한 근육경련에 사용합니다.","만 12세 이상 및 성인은 1일 2회, 1회 1정을 복용합니다.",,"이 약에 과민증, 만 12개월 미만의 젖먹이, 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.

1개월 정도 복용하여도 증상이 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","인산염, 칼슘염, 경구용 테트라사이클린계 제제, 제산제와 함께 복용하지 마십시오.

에스트로겐을 포함한 경구(먹는, 복용하는)용 피임제를 복용하는 여성 또는 혈전(혈관 막힘)성 소인이 있는 환자가 비타민 E를 복용할 경우 혈전(혈관 막힘)증의 위험이 증가될 수 있으므로 주의하십시오.

항알도스테론제, 트리암테렌과 병용투여시 고칼륨혈증을 일으킬 수 있으므로 주의하십시오.

녹차, 홍차 등 탄닌을 함유하는 차는 복용 중, 복용 전후에는 피하십시오.","위부불쾌감, 설사, 변비, 발진, 발적, 붉은 반점, 설사, 부전수축(심장박동정지), 중추신경계 기능저하, 생리가 예정보다 빨라지거나 양이 점점 많아지거나, 출혈이 오래 지속되거나,","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302140,"이 약은 두통, 치통, 발치후 통증, 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 어깨결림, 타박통, 골절통, 삠 통증, 월경통 (생리통), 외상통의 진통 및 오한, 발열시의 해열에 사용합니다.","만 15세 이상 및 성인은 1회 1캡슐씩, 1일 3회 공복을 피하여 복용합니다.

복용간격은 4시간 이상으로 하십시오.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 간손상을 일으킬 수 있습니다.

매우 드물게 치명적일 수 있는 급성전신발진고름물집증, 피부점막안증후군 (스티븐스-존슨증후군), 독성표피괴사용해 (리엘증후군)와 같은 중대한 피부반응이 보고되었고 이 약 복용 후 피부발진 또는 다른 과민반응의 징후가 나타나는 경우 즉시 복용을 중단하십시오.

아세트아미노펜으로 일일 최대 용량 (4,000 mg)을 초과하여 복용하지 마십시오. 간손상을 일으킬 수 있습니다. 아세트아미노펜을 포함하는 다른 제품과 함께 복용하지 마십시오.","이 약에 과민증 환자 또는 경험자, 이 약 및 이 약의 구성성분, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 3개월 미만의 영아 및 만 2세 미만의 소아는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 꼭 필요한 경우의 만 2세 미만의 소아, 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아 및 만 15세 미만의 어린이, 알레르기 체질, 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부, 약에 의한 발열, 발진, 관절통, 천식, 가려움증 등의 알레르기 증상 경험자, 고령자, 몸이 약한 사람 또는 고열이 있는 사람은 의사 또는 약사와 상의하십시오.

이 약을 복용하기 전에 간장질환, 신장질환, 심장질환, 갑상선질환, 당뇨병, 고혈압 등이 있는 사람, 속쓰림, 위부불쾌감, 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양, 출혈문제를 가지고 있는 사람은 의사 또는 약사와 상의하십시오.

5~6회 복용하여도 증상이 좋아지지 않을 경우 이 약의 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

장기간 계속 복용하지 마십시오.

정해진 용법과 용량을 잘 지키십시오.","이 약을 복용하는 동안 다른 해열진통제, 감기약, 진정제를 복용하지 마십시오.

이 약을 복용하기 전에 당뇨약, 통풍약, 관절염약, 항응고제, 스테로이드제 등을 투여받고 있는 사람은 의사 또는 약사와 상의하십시오.

바르비탈계 약물, 삼환계 항우울제 및 알코올을 투여받는 환자는 의사 또는 약사와 상의하십시오.

복용 중 음주하지 마십시오.","발진 및 발적, 가려움, 구역 및 구토, 식욕부진, 변비, 어지러움, 부종 등이 나타나는 경우 이 약의 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

드물게 복용 후 바로 두드러기, 부종, 가슴답답함 등과 함께 안색이 창백하고, 손발이 차고, 식은 땀, 숨쉬기 곤란함 등이 나타날 수 있는 쇽 (아낙필락시스) 혹은 피부점막안증후군 (스티븐스-존슨증후군), 독성표피괴사용해 (리엘증후군), 천식이나 전신의 나른함, 황달 등의 간기능장애 등이 나타나는 경우 이 약의 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302160,"이 약은 여드름, 뾰루지에 사용합니다.",비누 등으로 세안 후 적당량을 1일 수회 환부(질환 부위)에 도포하여 사용합니다.,,"이 약에 과민증 또는 경험자, 임신 3기는 사용하지 마십시오.

이 약을 사용하기 전에 임부(꼭 필요한 경우의 임신 1기와 2기), 의사의 치료를 받고 있는 사람, 약물 또는 화장품 등에 의해 알레르기 반응 경험자, 습윤이나 짓무름이 심한 사람은 의사 또는 약사와 상의하십시오.

여드름, 뾰루지가 있는 부분에만 사용하고 주변의 넓은 부분이나 눈 또는 눈 주위, 깊은 상처와 심한 화상에는 사용하지 마십시오.

눈에 들어가지 않도록 주의하십시오. 만일, 눈에 들어간 경우에는 즉시 물 또는 미지근한 물로 씻어주고, 자극이 지속되는 경우 의사 또는 약사와 상의하십시오.

이 약은 외용으로만 사용합니다. 정해진 용법·용량을 잘 지키십시오.

적용부위 이외의 피부에 닿지 않도록 주의하십시오.

실수로 이 약을 복용한 경우에는 의사 또는 약사와 상의하십시오.",,"국소적인 피부자극감(예: 발진(충혈되어 붉어짐), 가려움, 건조, 작열감(화끈감), 자극감(따끔따끔), 부기)이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

증상의 개선이 나타나지 않을 경우에는 사용을 중지하고 약사 또는 의사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오.

사용기한을 넘긴 제품은 사용하지 마십시오."
202302185,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감에 사용합니다.","성인은 1회 2정, 1일 3회 매 식간 복용하세요.",,"투석요법을 받고 있는 환자, 갈락토오스 불내성, Lapp 유당(젖당)분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자, 소아(15세 미만), 임산부 또는 임신하고 있을 가능성이 있는 부인, 수유중인 부인은 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 알레르기 반응(발진, 발적, 가려움 등) 경험자, 다른 약물을 투여받고 있는 환자, 신장애 환자, 간장애 환자, 의사의 치료를 받고 있는 환자, 인산염 저하가 있는 환자, 혈압이 높은 환자 또는 고령자, 심장 또는 신장에 장애가 있는 환자, 부종(부기)이 있는 환자, 신장병 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

2주 정도 투여하여도 증상의 개선이 없을 경우에는 투여를 중지하고 약사 또는 의사와 상의하십시오.","위장진통, 진경제와 함께 복용하지 마십시오.

칼륨함유제제, 감초함유제제, 글리시리진산 혹은 그 염류 함유제제, 루프계 이뇨제(푸로세미드, 에타크린산) 또는 치아지드계 이뇨제(트리클로르메치아지드)와 병용(함께 복용)시 위알도스테론증이나 저칼륨혈증으로 인하여 근병증(근육병증)이 나타나기 쉬우므로 신중히 복용하십시오.","뇨량이 감소하거나, 얼굴이나 손발이 붓거나, 눈꺼풀이 무겁거나, 손이 굳어지거나, 혈압이 오르거나, 두통 등의 증상, 위알도스테론증, 근병증(근육병증) 등, 알레르기 반응(발진, 가려움 등),  드물게 동계, 졸음, 현훈(어지러움), 권태감, 변비, 또는 입이 마르는 증상, 심계항진(두근거림), GOT, GPT 상승이 나타나는 경우에는 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302194,"이 약은 눈의 건조 또는 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화에 사용합니다.","필요 시 증상이 있는 눈에 1~2방울씩 점안하고, 점안 후 남은 액과 용기는 버리십시오.",,"이 약에 과민증 환자는 이 약을 사용하지 마십시오.

이 약을 사용하기 전에 눈의 통증이 심한 환자, 안약에 의한 알레르기 반응(눈의 충혈, 가려움, 부종(부기), 충혈되어 붉어짐 등) 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

이 약은 점안용으로만 사용합니다.

소프트콘택트렌즈의 장착액으로 또한 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.

콘택트렌즈는 이 약을 사용하기 전에 제거되어야 하며, 점안 15분 후에 착용하도록 합니다.

다른 점안제와 동시에 사용할 경우, 이 약을 사용하기 전에 최소한 15분의 간격을 두고 점안합니다.

높은 점도로 인해 이 약 점안 시 일시적으로 눈이 흐릿해질 수 있습니다.",,"가려움, 부종(부기), 통증, 시야변화, 지속적인 충혈이나 자극감을 경험하거나, 증상이 악화되거나 72시간 이상 지속되거나, 하드콘택트렌즈를 착용하는 사람에게서 눈곱 등의 분비물이 많으면서 드물게 렌즈가 흐리게 되거나, 실수로 이 약을 먹었을 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오.

1회 사용 후 재사용하지 말며, 남은 액과 용기는 반드시 버리십시오.

이 약의 오염과 눈의 손상을 피하기 위하여 용기의 팁이 눈이나 외부에 닿지 않도록 주의하십시오.

액의 색이 변했거나 혼탁된 것은 사용하지 마십시오."
202302217,이 약은 멀미에 의한 어지러움·구토·두통의 예방 및 완화에 사용합니다.,"만 15세 이상 1회 1포(6 mL), 
만 11세 이상~만 15세 미만은 1회 ⅔포(4 mL), 만 7세 이상~만 11세 미만은 1회 ½포(3 mL), 만 3세 이상~만 7세 미만은 1회 ⅓포(2 mL)를 복용하십시오.

멀미의 예방에는 승차 30분 전에 1회 복용량을 복용하며, 추가 복용할 경우에는 1회 복용량을 4시간 이상 간격을 두고 복용하십시오. 1일 복용회수는 3회를 넘지 마십시오.",이 약은 체내에서 페닐알라닌으로 대사되는 아스파탐이 함유되어 페닐알라닌의 섭취를 규제할 필요가 있는 페닐케톤뇨증 환자는 복용하지 마십시오.,"수유부와 만 3세 미만의 영·유아는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 알레르기 반응 경험자, 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부, 녹내장 환자, 배뇨장애 환자, 다른 약물을 복용하고 있는 사람, 폐기종 혹은 만성 기관지염과 같은 호흡기 질환을 앓고 있는 환자는 의사 또는 약사와 상의하십시오.

정해진 용법·용량을 잘 지키십시오.

어린이에게 사용할 경우에는 보호자의 지도 감독하에 사용하십시오.

복용 후 졸음이 나타날 수 있으므로 운전및 기계조작 시 주의하십시오.","다른 진토제, 감기약, 해열진통제, 항히스타민제, 진정제, 진해거담제와 함께 복용하지 마십시오.

복용 중에는 음주하지 마십시오.","발진, 충혈되서 붉어짐, 가려움, 심계항진(두근거림), 구갈(목마름)이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오.

1포를 분할한 후 잔량을 사용할 경우에는 입구를 잘 봉하여 보관하고 2일 이내 사용하십시오."
202302242,"이 약은 찢긴 상처, 화상, 창상의 살균소독, 궤양, 농양의 살균소독, 감염피부면의 소독, 수술부위의 살균소독, 주사 및 카테터부위의 소독에 사용합니다.",1일 수회 환부에 적당량 바르십시오.,,"이 약에 과민증, 갑상선기능 이상 환자(특히 결절성 갑상선종, 지방병성 갑상선종, 하시모토갑상선염 등), 신부전 환자, 신생아 및 6개월 미만의 영아, 포진상 피부염 환자, 방사성요오드치료전후 환자는 이 약을 사용하지 마십시오.

이 약을 사용하기 전에 중증의 환자(화상환자 등), 갑상선 경험자, 신부전 경험자는 의사 또는 약사와 상의하십시오.

분만직전에 사용한 경우에는 분만 후 되도록 빨리 신생아의 눈을 씻어주고 목욕시켜 부착되지 않도록 주의하십시오.

이 약은 안과용 또는 내복용으는 사용하지 마십시오. 원액이 눈에 들어간 경우 씻어내십시오.

다른 제제와 혼합해서 사용하지 마십시오.

비누류는 이 약의 살균작용을 약화시키므로 충분히 씻어 제거한 후 사용하십시오.

자세한 사항은 허가사항을 참고하여 주시기 바랍니다.","클로르헥시딘, 설파디아진ㆍ은화합물, 알칼리, 수은을 함유한 제제, 효소성분의 상처치료제, 과산화수소, 리튬치료와 함께 사용하지 마십시오.","드물게 쇽 증상(가려움, 부종, 가슴 쓰림, 안색창백, 수족냉감, 식은 땀, 숨가뿜, 호흡곤란, 조홍, 두드러기 등), 요오드진, 때때로 동통, 가려움, 자극감, 발진, 발적, 피부염, 드물게 작열감, 피부궤양, 접촉피부염, 피부변색이 나타나는 경우 즉각 사용을 중지하고 의사 또는 약사와 상의하십시오.","빛을 피해 실온에서 보관하십시오.

저장용기로 금속제를 사용 시 요오드의 산화특성에 의해 부식될 수 있으니 주의하십시오."
202302259,"이 약은 육체피로, 임신 및 수유기, 병을 앓는 동안이나 회복 후의 체력저하 시 비타민 D의 보급에 사용합니다.

이 약은 아연 및 셀레늄의 보급에 사용합니다.","만 12세 이상의 성인은 1회 1정씩, 1일 1회 복용합니다.",,"이 약에 과민증 환자, 만 12개월 미만의 젖먹이는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 소화성궤양, 만성궤양성대장염, 국한성대장염 등의 위장질환 환자, 심장 및 순환기계기능 장애, 신장장애 환자, 저단백혈증 환자는 의사 또는 약사와 상의하십시오.

1개월 정도 복용하여도 증상의 개선이 없을 경우 이 약의 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.","이 약을 복용하는 동안 인산염, 칼슘염, 경구용 테트라사이클린계 제제, 제산제를 복용하지 마십시오.

항알도스테론제, 트리암테렌과 병용투여 시 의사 또는 약사와 상의하십시오.

녹차, 홍차 등 탄닌을 함유하는 차는 복용 중, 복용 전후에는 피하십시오.","구역, 구토, 묽은 변, 피부염, 땀.호흡시 악취, 탈모, 조급증, 위장관장애, 소화장애, 상복부통증, 저혈압, 폐부종 등이 나타나는 경우에는 이 약의 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302282,"이 약은 눈의 건조 또는 바람이나 태양에 의한 화끈거리는 증상, 자극감, 불쾌감의 일시적인 완화에 사용합니다.",필요 시 증상이 있는 눈에 1~2방울 넣으십시오.,,"이 약에 과민증 환자는 이 약을 사용하지 마십시오.

이 약을 사용하기 전에 눈의 통증이 심한 사람, 안약에 의한 눈의 충혈, 가려움, 부종, 발진 등의 알레르기 증상 경험자는 의사 또는 약사와 상의하십시오.

이 약은 점안용, 즉 눈에 넣는 약으로만 사용하십시오. 실수로 이 약을 먹은 경우 즉시 의사 등 전문가의 도움을 받으십시오.

1회 사용 후 재사용하지 마십시오. 눈에 넣은 후 남은 액과 용기는 버리십시오.

증상이 악화되거나 72시간 이상 지속되는 경우 이 약의 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

이 약의 오염과 눈의 손상을 피하기 위하여 용기의 끝이 눈이나 외부에 닿게 하지 마십시오.

약의 색이 변했거나 혼탁된 것은 사용하지 마십시오.

소프트콘택트렌즈의 장착액으로 또한 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.

콘택트렌즈는 이 약 사용 전에 제거하십시오. 다시 착용은 눈에 넣은 뒤 15분 후에 하십시오.

정해진 용법과 용량을 잘 지키십시오.","이 약을 다른 점안제와 동시에 사용할 경우에는, 이 약을 사용하기 전에 최소한 15분의 간격을 두고 사용하십시오.","가려움, 부종, 눈의 통증, 시야의 변화, 지속적인 눈의 충혈 또는 자극감 등의 증상이 나타나는 경우 이 약의 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

하드콘택트렌즈를 착용하는 사람에게서 눈곱 등의 분비물이 많아지면서 드물게 렌즈가 흐려지는 경우 이 약의 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

높은 점도로 인해 이 약을 눈에 넣을 때 일시적으로 눈이 흐릿해질 수 있습니다.","실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
202302283,"이 약은 눈의 건조 또는 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화에 사용합니다.","필요시 증상이 있는 눈에 1~2방울씩 점안하고, 점안 후 남은 액과 용기는 버리십시오.",,"이 약에 과민증 환자는 이 약을 사용하지 마십시오.

이 약을 사용하기 전에 눈의 통증이 심한 환자, 알레르기 반응(눈의 충혈, 가려움, 부종(부기), 충혈되어 붉어짐 등) 경험자, 의사의 치료를 받고 있는 환자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

이 약은 점안용으로만 사용하십시오.

소프트콘택트렌즈의 장착액으로 또한 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.

콘택트렌즈는 이 약을 사용하기 전에 제거되어야 하며, 점안 15분 후에 착용하십시오.

다른 점안제와 동시에 사용할 경우, 이 약을 사용하기 전에 최소한 15분의 간격을 두고 점안하십시오.

높은 점도로 인해 이 약 점안 시 일시적으로 눈이 흐릿해질 수 있으니 주의하십시오.",,"가려움, 부종(부기), 통증, 시야변화, 지속적인 충혈이나 자극감을 경험하거나, 증상이 악화되거나 72시간 이상 지속되거나, 하드콘택트렌즈를 착용하는 사람에게서 눈곱 등의 분비물이 많으면서 드물게 렌즈가 흐리게 되거나, 실수로 이 약을 먹었을 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오.

1회 사용 후 재사용하지 말며, 남은 액과 용기는 반드시 버리십시오.

이 약의 오염과 눈의 손상을 피하기 위하여 용기의 팁이 눈이나 외부에 닿지 않도록 주의하십시오.

액의 색이 변했거나 혼탁된 것은 사용하지 마십시오."
202302284,"이 약은 눈의 건조 또는 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화에 사용합니다.","필요시 증상이 있는 눈에 1~2방울씩 점안하고, 점안 후 남은 액과 용기는 버리십시오.",,"이 약에 과민증 환자는 이 약을 사용하지 마십시오.

이 약을 사용하기 전에 눈의 통증이 심한 환자, 안약에 의한 알레르기 반응(눈의 충혈, 가려움, 부종(부기), 충혈되어 붉어짐 등) 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

이 약은 점안용으로만 사용합니다.

소프트콘택트렌즈의 장착액으로 또한 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.

콘택트렌즈는 이 약을 사용하기 전에 제거되어야 하며, 점안 15분 후에 착용하도록 합니다.

다른 점안제와 동시에 사용할 경우, 이 약을 사용하기 전에 최소한 15분의 간격을 두고 점안합니다.

높은 점도로 인해 이 약 점안 시 일시적으로 눈이 흐릿해질 수 있습니다.",,"가려움, 부종(부기), 통증, 시야변화, 지속적인 충혈이나 자극감을 경험하거나, 증상이 악화되거나 72시간 이상 지속되거나, 하드콘택트렌즈를 착용하는 사람에게서 눈곱 등의 분비물이 많으면서 드물게 렌즈가 흐리게 되거나, 실수로 이 약을 먹었을 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오.

1회 사용 후 재사용하지 말며, 남은 액과 용기는 반드시 버리십시오.

이 약의 오염과 눈의 손상을 피하기 위하여 용기의 팁이 눈이나 외부에 닿지 않도록 주의하십시오.

액의 색이 변했거나 혼탁된 것은 사용하지 마십시오."
